og1	count	conservation	cross_species_conservation	protein_ID	og	gene_name	description	Condition_treatment	Condition_control	Strain_treatment	Strain_control	species_analyzed	logFC	AveExpr	t	P.Value	adj.P.Val	B	hit	species	complete_name
Dat_1	3	conserved	conserved within species	PBBIODIN_00081	Group_1592	PBBIODIN_00081	Diaminobutyrate--2-oxoglutarate aminotransferase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.522516985	25.9979747	-45.24658934	6.34E-07	1.64E-05	7.225770185	1	K. pneumoniae	K. pneumoniae MS274R
Dat_1	3	conserved	conserved within species	PBBIODIN_00081	Group_1592	PBBIODIN_00081	Diaminobutyrate--2-oxoglutarate aminotransferase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.38806469	26.06520085	-45.39230718	3.21E-09	6.87E-08	12.09454989	1	K. pneumoniae	K. pneumoniae MS311R
Group_16178	2	conserved	conserved within species	PRZ_00352	Group_16178	PRZ_00352	putative protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	3.054957804	22.28486709	32.91215557	2.04E-06	4.26E-05	5.941807599	1	K. pneumoniae	K. pneumoniae MS530R
Group_16178	2	conserved	conserved within species	PRZ_00352	Group_16178	PRZ_00352	putative protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	3.032186626	22.2734815	70.83806808	1.68E-18	4.23E-16	32.98144888	1	K. pneumoniae	K. pneumoniae MS493R
Group_16259	2	conserved	conserved within species	PRZ_04496	Group_16259	PRZ_04496	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	3.091418102	19.46875698	54.030642	2.34E-07	1.49E-05	8.3447761	1	K. pneumoniae	K. pneumoniae MS530R
Group_16259	2	conserved	conserved within species	PRZ_04496	Group_16259	PRZ_04496	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	2.761692153	19.303894	43.76708789	9.75E-16	2.44E-14	26.49852971	1	K. pneumoniae	K. pneumoniae MS493R
Group_16376	3	conserved	conserved within species	PBBIODIN_00200	Group_16376	PBBIODIN_00200	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.696457669	23.66849139	36.64979136	8.24E-08	1.93E-06	9.027266389	1	K. pneumoniae	K. pneumoniae MS299R
Group_16376	3	conserved	conserved within species	PBBIODIN_00200	Group_16376	PBBIODIN_00200	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.586118113	23.61332161	35.14264937	1.87E-06	2.87E-05	5.976129499	1	K. pneumoniae	K. pneumoniae MS274R
Group_16376	3	conserved	conserved within species	PBBIODIN_00200	Group_16376	PBBIODIN_00200	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.39746093	23.51899302	30.14413232	4.28E-08	3.83E-07	9.198393835	1	K. pneumoniae	K. pneumoniae MS311R
HpF	3	conserved	conserved within species	PBBIODIN_02675	Group_16492	PBBIODIN_02675	Putative metal ABC transporter substrate-binding protein Hpf	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.505686132	23.22175922	-37.15430366	7.64E-08	1.85E-06	9.110531569	1	K. pneumoniae	K. pneumoniae MS299R
HpF	3	conserved	conserved within species	PBBIODIN_02675	Group_16492	PBBIODIN_02675	Putative metal ABC transporter substrate-binding protein Hpf	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.489265265	23.22996965	-46.96083543	5.40E-07	1.57E-05	7.406032355	1	K. pneumoniae	K. pneumoniae MS274R
HpF	3	conserved	conserved within species	PBBIODIN_02675	Group_16492	PBBIODIN_02675	Putative metal ABC transporter substrate-binding protein Hpf	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.351163628	23.29902047	-44.12543787	3.84E-09	7.48E-08	11.89671931	1	K. pneumoniae	K. pneumoniae MS311R
LpxT	1	strain-specific	strain-specific	PBBIODIN_00901	Group_16535	PBBIODIN_00901	Lipid A 1-diphosphate synthase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.0782192	22.55014998	-28.10779375	6.65E-08	5.17E-07	8.698412729	1	K. pneumoniae	K. pneumoniae MS311R
GstA	2	conserved	conserved within species	PRZ_01756	Group_16550	PRZ_01756	Glutathione S-transferase GstA	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.410670999	19.91492881	23.32988325	9.16E-06	0.000107492	4.181295664	1	K. pneumoniae	K. pneumoniae MS530R
GstA	2	conserved	conserved within species	PRZ_01756	Group_16550	PRZ_01756	Glutathione S-transferase GstA	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.395104941	19.90714578	32.4682508	4.95E-14	7.70E-13	22.38035035	1	K. pneumoniae	K. pneumoniae MS493R
Group_16552	4	conserved	conserved within species	PBBIODIN_02592	Group_16552	PBBIODIN_02592	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.132006088	24.06432145	28.83675588	3.08E-07	4.39E-06	7.54874848	1	K. pneumoniae	K. pneumoniae MS299R
Group_16552	4	conserved	conserved within species	PBBIODIN_02592	Group_16552	PBBIODIN_02592	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.653276939	24.32495687	56.49064103	8.03E-10	3.36E-08	13.60422573	1	K. pneumoniae	K. pneumoniae MS311R
Group_16552	4	conserved	conserved within species	PRZ_03322	Group_16552	PRZ_03322	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.395843199	22.00342694	31.54804155	2.46E-06	4.57E-05	5.727951127	1	K. pneumoniae	K. pneumoniae MS530R
Group_16552	4	conserved	conserved within species	PRZ_03322	Group_16552	PRZ_03322	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.545008268	22.07800947	33.2780919	3.58E-14	5.73E-13	22.72121219	1	K. pneumoniae	K. pneumoniae MS493R
Group_16576	3	conserved	conserved within species	PBBIODIN_01182	Group_16576	PBBIODIN_01182	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.198600559	22.9542937	30.23248761	2.37E-07	3.63E-06	7.842578232	1	K. pneumoniae	K. pneumoniae MS299R
Group_16576	3	conserved	conserved within species	PBBIODIN_01182	Group_16576	PBBIODIN_01182	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.445308685	23.07764776	45.40348544	6.24E-07	1.64E-05	7.242595768	1	K. pneumoniae	K. pneumoniae MS274R
Group_16576	3	conserved	conserved within species	PBBIODIN_01182	Group_16576	PBBIODIN_01182	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.058103369	22.8840451	33.23687422	2.31E-08	2.44E-07	9.894820287	1	K. pneumoniae	K. pneumoniae MS311R
Group_16733	2	conserved	conserved within species	PRZ_04156	Group_16733	PRZ_04156	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.39598298	20.10188963	31.24460057	2.56E-06	4.71E-05	5.678991993	1	K. pneumoniae	K. pneumoniae MS530R
Group_16733	2	conserved	conserved within species	PRZ_04156	Group_16733	PRZ_04156	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.146905209	19.97735074	26.03943275	8.85E-13	9.38E-12	19.32647179	1	K. pneumoniae	K. pneumoniae MS493R
Group_1674	2	conserved	conserved within species	PRZ_03774	Group_1674	PRZ_03774	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.170335085	19.72292097	25.77719121	5.93E-06	8.07E-05	4.696061298	1	K. pneumoniae	K. pneumoniae MS530R
Group_1674	2	conserved	conserved within species	PRZ_03774	Group_1674	PRZ_03774	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.119616302	19.69756158	26.14938591	8.38E-13	8.93E-12	19.38474847	1	K. pneumoniae	K. pneumoniae MS493R
Group_16754	1	strain-specific	strain-specific	PBBIODIN_01501	Group_16754	PBBIODIN_01501	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.125097617	21.12708898	33.10814336	2.42E-06	3.29E-05	5.676225657	1	K. pneumoniae	K. pneumoniae MS274R
Group_16809	1	strain-specific	strain-specific	MS02-S_03759	Group_16809	MS02-S_03759	hypothetical protein	nodrug	nodrug	MS366R	MS02S	Kpneumoniae_MS02	1.392185886	21.52908736	35.49424545	2.87E-07	4.03E-05	8.012113223	1	K. pneumoniae	K. pneumoniae MS366R
Group_16912	1	strain-specific	strain-specific	PBBIODIN_00380	Group_16912	PBBIODIN_00380	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.047912794	23.51487235	27.72382138	5.17E-06	5.11E-05	4.775691367	1	K. pneumoniae	K. pneumoniae MS274R
BetA	1	strain-specific	strain-specific	PBBIODIN_03126	Group_17019	PBBIODIN_03126	Oxygen-dependent choline dehydrogenase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.052105906	23.62878821	-24.64375559	8.56E-06	6.97E-05	4.173216363	1	K. pneumoniae	K. pneumoniae MS274R
Group_17067	3	conserved	conserved within species	PBBIODIN_01052	Group_17067	PBBIODIN_01052	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.175094715	20.90128471	19.10328868	2.94E-06	2.15E-05	4.961651901	1	K. pneumoniae	K. pneumoniae MS299R
Group_17067	3	conserved	conserved within species	PBBIODIN_01052	Group_17067	PBBIODIN_01052	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.389280023	21.00837737	40.08777323	1.07E-06	2.08E-05	6.631998836	1	K. pneumoniae	K. pneumoniae MS274R
Group_17067	3	conserved	conserved within species	PBBIODIN_01052	Group_17067	PBBIODIN_01052	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	2.072081544	21.34977813	38.86737958	8.58E-09	1.30E-07	11.00462234	1	K. pneumoniae	K. pneumoniae MS311R
Group_17098	1	strain-specific	strain-specific	PBBIODIN_02491	Group_17098	PBBIODIN_02491	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.183695734	20.10598939	40.78178569	6.33E-09	1.08E-07	11.34361977	1	K. pneumoniae	K. pneumoniae MS311R
Group_17123	3	conserved	conserved within species	PBBIODIN_03207	Group_17123	PBBIODIN_03207	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	2.435706536	23.5178026	43.02286966	3.41E-08	1.33E-06	9.994376889	1	K. pneumoniae	K. pneumoniae MS299R
Group_17123	3	conserved	conserved within species	PBBIODIN_03207	Group_17123	PBBIODIN_03207	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	2.97733626	23.78861746	90.66234654	3.20E-08	7.57E-06	10.32917669	1	K. pneumoniae	K. pneumoniae MS274R
Group_17123	3	conserved	conserved within species	PBBIODIN_03207	Group_17123	PBBIODIN_03207	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	2.537265194	23.56858193	82.72272214	7.15E-11	1.23E-08	16.11561976	1	K. pneumoniae	K. pneumoniae MS311R
MgtE	1	strain-specific	strain-specific	PRZ_03625	Group_17207	PRZ_03625	Magnesium transporter MgtE	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	-1.052875426	21.83815454	-12.1995493	0.000150987	0.000711604	0.809395978	1	K. pneumoniae	K. pneumoniae MS530R
Group_17220	2	conserved	conserved within species	PRZ_02828	Group_17220	PRZ_02828	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	2.091807127	19.47393086	46.8252733	4.38E-07	1.84E-05	7.675002512	1	K. pneumoniae	K. pneumoniae MS530R
Group_17220	2	conserved	conserved within species	PRZ_02828	Group_17220	PRZ_02828	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	2.31514469	19.58559964	53.2590642	7.31E-17	3.24E-15	29.17529757	1	K. pneumoniae	K. pneumoniae MS493R
MoaC	2	conserved	conserved within species	PRZ_00612	Group_17221	PRZ_00612	Cyclic pyranopterin monophosphate synthase	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.15003554	18.2127578	25.00552056	6.77E-06	8.80E-05	4.539517424	1	K. pneumoniae	K. pneumoniae MS530R
MoaC	2	conserved	conserved within species	PRZ_00612	Group_17221	PRZ_00612	Cyclic pyranopterin monophosphate synthase	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.224151225	18.24981564	28.04918551	3.36E-13	4.20E-12	20.35517349	1	K. pneumoniae	K. pneumoniae MS493R
Group_17243	1	strain-specific	strain-specific	PRZ_01972	Group_17243	PRZ_01972	putative ketoamine kinase	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.030637846	19.54899005	24.10485828	2.42E-12	2.31E-11	18.25958887	1	K. pneumoniae	K. pneumoniae MS493R
Group_17275	2	conserved	conserved within species	PRZ_02321	Group_17275	PRZ_02321	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	3.483248427	21.74552705	68.84784664	8.10E-08	1.08E-05	9.413970265	1	K. pneumoniae	K. pneumoniae MS530R
Group_17275	2	conserved	conserved within species	PRZ_02321	Group_17275	PRZ_02321	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	3.455663546	21.73173461	54.23372156	5.75E-17	2.87E-15	29.4206969	1	K. pneumoniae	K. pneumoniae MS493R
Group_17278	1	strain-specific	strain-specific	PRZ_01843	Group_17278	PRZ_01843	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.046050646	20.48952094	23.46956223	3.42E-12	3.14E-11	17.89091014	1	K. pneumoniae	K. pneumoniae MS493R
Group_17318	1	strain-specific	strain-specific	PBBIODIN_02176	Group_17318	PBBIODIN_02176	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.18289795	19.70842865	28.99040145	5.47E-08	4.55E-07	8.9195327	1	K. pneumoniae	K. pneumoniae MS311R
Group_17339	2	conserved	conserved within species	PRZ_02548	Group_17339	PRZ_02548	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.913117867	21.41891391	38.45932989	1.03E-06	2.83E-05	6.71940255	1	K. pneumoniae	K. pneumoniae MS530R
Group_17339	2	conserved	conserved within species	PRZ_02548	Group_17339	PRZ_02548	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.966116733	21.44541335	45.89526358	5.21E-16	1.50E-14	27.14902899	1	K. pneumoniae	K. pneumoniae MS493R
PqqE	2	conserved	conserved within species	PBBIODIN_00092	Group_17344	PBBIODIN_00092	Coenzyme PQQ synthesis protein E	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.002474019	20.57925375	26.01370044	5.42E-07	6.42E-06	6.905284824	1	K. pneumoniae	K. pneumoniae MS299R
PqqE	2	conserved	conserved within species	PBBIODIN_00092	Group_17344	PBBIODIN_00092	Coenzyme PQQ synthesis protein E	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.179903045	20.66796826	38.20559358	9.56E-09	1.38E-07	10.88328811	1	K. pneumoniae	K. pneumoniae MS311R
Group_17370	4	conserved	conserved within species	MS02-S_00281	Group_17370	MS02-S_00281	hypothetical protein	nodrug	nodrug	MS366R	MS02S	Kpneumoniae_MS02	1.876409602	21.60850961	42.0724372	1.22E-07	2.40E-05	8.885222475	1	K. pneumoniae	K. pneumoniae MS366R
Group_17370	4	conserved	conserved within species	PBBIODIN_02032	Group_17370	PBBIODIN_02032	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	2.366117099	22.81000056	42.83270908	3.49E-08	1.33E-06	9.967954666	1	K. pneumoniae	K. pneumoniae MS299R
Group_17370	4	conserved	conserved within species	PBBIODIN_02032	Group_17370	PBBIODIN_02032	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.516332465	22.38510824	26.24577922	6.54E-06	5.96E-05	4.495807915	1	K. pneumoniae	K. pneumoniae MS274R
Group_17370	4	conserved	conserved within species	PBBIODIN_02032	Group_17370	PBBIODIN_02032	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.971605257	22.61274464	56.48004861	8.04E-10	3.36E-08	13.60294838	1	K. pneumoniae	K. pneumoniae MS311R
Group_17392	2	conserved	conserved within species	PBBIODIN_02408	Group_17392	PBBIODIN_02408	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	2.389909701	20.64303924	50.90766565	1.35E-08	1.03E-06	10.98275792	1	K. pneumoniae	K. pneumoniae MS299R
Group_17392	2	conserved	conserved within species	PBBIODIN_02408	Group_17392	PBBIODIN_02408	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.778837027	20.33750291	56.57953968	7.95E-10	3.36E-08	13.61493537	1	K. pneumoniae	K. pneumoniae MS311R
Group_17466	2	conserved	conserved within species	PRZ_01041	Group_17466	PRZ_01041	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.702552542	20.04039657	30.94117921	2.68E-06	4.86E-05	5.629510864	1	K. pneumoniae	K. pneumoniae MS530R
Group_17466	2	conserved	conserved within species	PRZ_01041	Group_17466	PRZ_01041	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.582029285	19.98013494	28.47126865	2.76E-13	3.51E-12	20.56191528	1	K. pneumoniae	K. pneumoniae MS493R
Group_17504	1	strain-specific	strain-specific	PBBIODIN_00014	Group_17504	PBBIODIN_00014	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.039623344	19.90710672	35.50864033	1.52E-08	1.85E-07	10.36474902	1	K. pneumoniae	K. pneumoniae MS311R
Group_17559	1	strain-specific	strain-specific	PRZ_02136	Group_17559	PRZ_02136	putative protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	-1.100901646	21.0780273	-24.57836998	7.30E-06	9.27E-05	4.450652948	1	K. pneumoniae	K. pneumoniae MS530R
Group_17679	3	conserved	conserved within species	PBBIODIN_03616	Group_17679	PBBIODIN_03616	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.344714389	19.9334747	25.61173299	5.90E-07	6.78E-06	6.807719361	1	K. pneumoniae	K. pneumoniae MS299R
Group_17679	3	conserved	conserved within species	PBBIODIN_03616	Group_17679	PBBIODIN_03616	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.13411717	19.82817609	30.1936696	3.59E-06	4.08E-05	5.210010876	1	K. pneumoniae	K. pneumoniae MS274R
Group_17679	3	conserved	conserved within species	PBBIODIN_03616	Group_17679	PBBIODIN_03616	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.344940822	19.93358792	41.31336673	5.83E-09	1.02E-07	11.43474195	1	K. pneumoniae	K. pneumoniae MS311R
Group_17743	3	conserved	conserved within species	PBBIODIN_03819	Group_17743	PBBIODIN_03819	Imidazolonepropionase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.002309957	22.20641917	-30.98541592	3.21E-06	3.89E-05	5.341285843	1	K. pneumoniae	K. pneumoniae MS274R
Group_17743	3	conserved	conserved within species	PRZ_00590	Group_17743	PRZ_00590	Imidazolonepropionase	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	-1.16255141	20.55869485	-13.18341802	0.000108306	0.000565087	1.211848441	1	K. pneumoniae	K. pneumoniae MS530R
Group_17743	3	conserved	conserved within species	PRZ_00590	Group_17743	PRZ_00590	Imidazolonepropionase	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	-1.188578818	20.54568114	-25.75035456	1.02E-12	1.05E-11	19.17209326	1	K. pneumoniae	K. pneumoniae MS493R
Group_17938	2	conserved	conserved within species	PRZ_04423	Group_17938	PRZ_04423	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	3.073269486	20.04563811	68.87806343	8.08E-08	1.08E-05	9.41581839	1	K. pneumoniae	K. pneumoniae MS530R
Group_17938	2	conserved	conserved within species	PRZ_04423	Group_17938	PRZ_04423	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	2.897052323	19.95752953	66.20773493	4.12E-18	5.89E-16	32.09119792	1	K. pneumoniae	K. pneumoniae MS493R
Group_17991	2	conserved	conserved within species	PRZ_02322	Group_17991	PRZ_02322	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	3.17634835	21.57714502	50.18628709	3.23E-07	1.69E-05	8.002415332	1	K. pneumoniae	K. pneumoniae MS530R
Group_17991	2	conserved	conserved within species	PRZ_02322	Group_17991	PRZ_02322	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	3.152368175	21.56515493	70.73845876	1.71E-18	4.23E-16	32.96300659	1	K. pneumoniae	K. pneumoniae MS493R
Group_17994	2	conserved	conserved within species	PRZ_01463	Group_17994	PRZ_01463	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.03276367	18.43890985	12.03002936	0.000160293	0.000737334	0.736910875	1	K. pneumoniae	K. pneumoniae MS530R
Group_17994	2	conserved	conserved within species	PRZ_01463	Group_17994	PRZ_01463	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.050066123	18.44756108	22.63137598	5.48E-12	4.83E-11	17.38937305	1	K. pneumoniae	K. pneumoniae MS493R
HutI	2	conserved	conserved within species	PRZ_02308	Group_18008	PRZ_02308	O-antigen chain terminator bifunctional methyltransferase/kinase WbdD	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	2.283533961	22.24331186	44.90397509	5.26E-07	2.02E-05	7.474605339	1	K. pneumoniae	K. pneumoniae MS530R
HutI	2	conserved	conserved within species	PRZ_02308	Group_18008	PRZ_02308	O-antigen chain terminator bifunctional methyltransferase/kinase WbdD	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	2.333819679	22.26845472	45.67868998	5.55E-16	1.57E-14	27.08429982	1	K. pneumoniae	K. pneumoniae MS493R
Group_18160	2	conserved	conserved within species	PBBIODIN_02154	Group_18160	PBBIODIN_02154	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.035464215	19.35494605	16.1285149	7.38E-06	4.21E-05	3.893156656	1	K. pneumoniae	K. pneumoniae MS299R
Group_18160	2	conserved	conserved within species	PBBIODIN_02154	Group_18160	PBBIODIN_02154	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.59798492	19.6362064	35.06316239	1.65E-08	1.95E-07	10.27512426	1	K. pneumoniae	K. pneumoniae MS311R
Group_18360	2	conserved	conserved within species	PRZ_01541	Group_18360	PRZ_01541	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.243562757	24.55260383	23.14611638	9.48E-06	0.000109924	4.140377135	1	K. pneumoniae	K. pneumoniae MS530R
Group_18360	2	conserved	conserved within species	PRZ_01541	Group_18360	PRZ_01541	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.09155177	24.47659833	21.58044964	1.01E-11	8.46E-11	16.73454686	1	K. pneumoniae	K. pneumoniae MS493R
Group_18418	2	conserved	conserved within species	PRZ_03775	Group_18418	PRZ_03775	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.992569907	19.66580016	42.29378557	6.83E-07	2.23E-05	7.185176708	1	K. pneumoniae	K. pneumoniae MS530R
Group_18418	2	conserved	conserved within species	PRZ_03775	Group_18418	PRZ_03775	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.972003717	19.65551706	45.2265132	6.32E-16	1.76E-14	26.94810313	1	K. pneumoniae	K. pneumoniae MS493R
Group_18440	2	conserved	conserved within species	PRZ_03336	Group_18440	PRZ_03336	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	2.612021655	19.79160199	31.76225485	2.39E-06	4.57E-05	5.762202621	1	K. pneumoniae	K. pneumoniae MS530R
Group_18440	2	conserved	conserved within species	PRZ_03336	Group_18440	PRZ_03336	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	2.679988332	19.82558533	62.09429694	9.61E-18	1.04E-15	31.23900174	1	K. pneumoniae	K. pneumoniae MS493R
Group_18479	2	conserved	conserved within species	PRZ_04395	Group_18479	PRZ_04395	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.172905944	23.0037	24.04933806	8.03E-06	9.80E-05	4.33831047	1	K. pneumoniae	K. pneumoniae MS530R
